,prop,name,url,east,north,uarn,descrip,nav,rv,effdate,category,postcode,lattitude,longitude
1862,NATIONAL TIMBER GROUP SCOTLAND LTD,"WEST SIDE OF SITE 2, FORTIES ROAD, BALDOVIE INDUSTRIAL ESTATE, DUNDEE, DD4 0NS",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=062417&PPRN=062417&ASSESSOR_IDX=14#results,344410,733148,62417,FACTORY,"&pound;61,400","&pound;61,400",01/04/2023,Industrial,DD4 0NS,56.48712337,-2.90430691
1863,MRS ASAMA HAYAT,"UNIT 03, HAPPYHILLOCK ROAD, DUNDEE, DD4 8LS",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=073211&PPRN=073211&ASSESSOR_IDX=14#results,342899,732550,73211,STORE,"&pound;9,500","&pound;9,500",01/04/2023,Industrial,DD4 8LS,56.48157077,-2.92870828
1864,D C THOMSON & CO LTD,"WORKS, KINGSWAY EAST, DUNDEE, DD4 8SL",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=073725&PPRN=073725&ASSESSOR_IDX=14#results,342385,732087,73725,WORKS,"&pound;1,000,000","&pound;1,000,000",01/04/2023,Industrial,DD4 8SL,56.47734896,-2.9369499
1865,B T GROUP PLC,"TELEPHONE ENGINEERING CENTRE, LONGTOWN ROAD, DUNDEE, DD4 8JU",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=073927&PPRN=073927&ASSESSOR_IDX=14#results,343150,732158,73927,TELEPHONE ENGINEERING CENTRE,"&pound;79,800","&pound;79,800",01/04/2023,Industrial,DD4 8JU,56.47807998,-2.9245479
1866,WHEELIE QUICK TRANSPORT LTD,"UNIT A, LONGTOWN STREET, DUNDEE, DD4 8LE",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=073965&PPRN=073965&ASSESSOR_IDX=14#results,343114,732437,73965,WORKSHOP & YARD,"&pound;14,900","&pound;14,900",01/04/2023,Industrial,DD4 8LE,56.48058181,-2.92519329
1867,M2 SOLID SURFACE SOLUTIONS LTD,"YARD, LONGTOWN STREET, DUNDEE, DD4 8LQ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=073966&PPRN=073966&ASSESSOR_IDX=14#results,343101,732300,73966,YARD,"&pound;14,300","&pound;14,300",01/04/2023,Industrial,DD4 8LQ,56.47934961,-2.92537435
1868,KEYLINE BUILDERS MERCHANTS LTD,"WAREHOUSE ETC, MID CRAIGIE ROAD, DUNDEE, DD4 7RH",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=074064&PPRN=074064&ASSESSOR_IDX=14#results,342646,731836,74064,WAREHOUSE ETC,"&pound;89,900","&pound;89,900",01/04/2023,Industrial,DD4 7RH,56.47512626,-2.932658
1869,SAINT-GOBAIN DELEGATION UK T/A FRAZER,"STORE & OFFICE, MID CRAIGIE ROAD, DUNDEE, DD4 7RN",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=074068&PPRN=074068&ASSESSOR_IDX=14#results,342438,731932,74068,STORE & OFFICE,"&pound;32,300","&pound;32,300",01/04/2023,Industrial,DD4 7RN,56.47596313,-2.9360553
1870,NORMAN JAMIESON LTD,"WORKSHOP & OFFICE, WESTHALL TERRACE, DUNTRUNE, DUNDEE, DD4 0SN",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=128836&PPRN=128836&ASSESSOR_IDX=14#results,344429,737048,128836,WORKSHOP & OFFICE,"&pound;9,800","&pound;9,800",01/04/2023,Industrial,DD4 0SN,56.52215828,-2.90483268
1871,SIMCO COMMERCIAL LTD,"WORKSHOP, INVERALDIE FARM, INVERALDIE, DUNDEE, DD4 0QL",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=129102&PPRN=129102&ASSESSOR_IDX=14#results,341905,736764,129102,WORKSHOP,"&pound;2,300","&pound;2,300",01/11/2024,Industrial,DD4 0QL,56.51930173,-2.9457865
1872,ROBERT HALLY & SONS LTD,"MURROES ROAD &, FORFAR ROAD (OLD), TEALING, DUNDEE, DD4 0QY",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=129201&PPRN=129201&ASSESSOR_IDX=14#results,342078,737852,129201,WORKSHOP,"&pound;7,700","&pound;7,700",01/04/2023,Industrial,DD4 0QY,56.52909623,-2.94321816
1873,SCOTT LEE FYFFE,"UNIT 1, DALZIEL ROAD, INVERALDIE, DUNDEE, DD4 0RH",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=129277&PPRN=129277&ASSESSOR_IDX=14#results,341897,737120,129277,STORE,"&pound;7,800","&pound;7,800",01/04/2023,Industrial,DD4 0RH,56.52249856,-2.94599621
1874,C P GARAGE SERVICES,"BALUNIEFIELD INDUSTRIAL ESTATE UNIT 3, BALUNIE DRIVE, DUNDEE, DD4 8UT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=188822&PPRN=188822&ASSESSOR_IDX=14#results,344459,732571,188822,WAREHOUSE,"&pound;17,000","&pound;17,000",01/04/2023,Industrial,DD4 8UT,56.48194613,-2.90338791
1875,HUWS GRAY LTD,"BALUNIEFIELD INDUSTRIAL ESTATE, BALUNIE DRIVE, DUNDEE, DD4 8XE",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=189801&PPRN=189801&ASSESSOR_IDX=14#results,344718,732583,189801,WAREHOUSE & SHOWROOM,"&pound;101,750","&pound;101,750",01/04/2023,Industrial,DD4 8XE,56.4820844,-2.89918583
1876,CAMFAB ENGINEERING GROUP LTD,"BALUNIEFIELD INDUSTRIAL ESTATE UNIT 4A, BALUNIE DRIVE, DUNDEE, DD4 8UT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=189802&PPRN=189802&ASSESSOR_IDX=14#results,344459,732588,189802,WAREHOUSE & OFFICE,"&pound;17,600","&pound;17,600",01/04/2023,Industrial,DD4 8UT,56.48209883,-2.90339155
1877,EDEN SPRINGS UK LTD,"BLOCK 2  UNIT 1, PIPER STREET, BALDOVIE INDUSTRIAL ESTATE, DUNDEE, DD4 0NT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=302979&PPRN=302979&ASSESSOR_IDX=14#results,344428,733006,302979,WAREHOUSE & OFFICE,"&pound;11,200","&pound;11,200",01/04/2023,Industrial,DD4 0NT,56.48584995,-2.90398422
1878,AZIM FAZLANI T/A FAZLANI DISTRIBUTORS,"BLOCK A UNIT A1C WEST, MID CRAIGIE ROAD, DUNDEE, DD4 7RH",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=307105&PPRN=307105&ASSESSOR_IDX=14#results,342397,731833,307105,WORKSHOP,"&pound;5,600","&pound;5,600",01/04/2023,Industrial,DD4 7RH,56.47506882,-2.93669887
1879,G M VEHICLE SOLUTIONS LTD,"ARBROATH ROAD/, KINGSWAY EAST, DUNDEE, DD4 7PY",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=308203&PPRN=308203&ASSESSOR_IDX=14#results,343041,731695,308203,STORE,"&pound;4,150","&pound;4,150",01/04/2023,Industrial,DD4 7PY,56.47390778,-2.92621585
1880,SLA PROPERTY CO LTD,"UNIT B, LONGTOWN STREET, DUNDEE, DD4 8LQ",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=311337&PPRN=311337&ASSESSOR_IDX=14#results,343134,732397,311337,WAREHOUSE,"&pound;10,000","&pound;10,000",01/04/2023,Industrial,DD4 8LQ,56.48022491,-2.92485987
1881,MORRISON GRAY,"LONGTOWN TERRACE, MAUCHLINE AVENUE, DUNDEE, DD4 8HU",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=312128&PPRN=312128&ASSESSOR_IDX=14#results,342613,732158,312128,YARD & STORE,"&pound;3,550","&pound;3,550",01/04/2023,Industrial,DD4 8HU,56.47801467,-2.93326466
1882,INVERTAY HOMES RESIDENTIAL LLP,"CONTRACTORS' HUTS, BRAEFIELD LANE, DUNDEE, DD4 0BS",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=312326&PPRN=312326&ASSESSOR_IDX=14#results,343500,733241,312326,CONTRACTORS' HUTS,"&pound;6,600","&pound;6,600",01/04/2023,Industrial,DD4 0BS,56.48785037,-2.91910203
1883,TAYSIDE RE-USERS,"DEPOT, PIPER STREET, BALDOVIE INDUSTRIAL ESTATE, DUNDEE, DD4 0NT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=312348&PPRN=312348&ASSESSOR_IDX=14#results,344158,733000,312348,DEPOT,"&pound;2,700","&pound;2,700",01/04/2023,Industrial,DD4 0NT,56.4857641,-2.90836658
1884,SPLASH & GO LTD,"WEST SIDE OF, DOUGLAS ROAD, DUNDEE, DD4 8JX",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=313004&PPRN=313004&ASSESSOR_IDX=14#results,343295,732253,313004,CAR WASH,"&pound;5,000","&pound;5,000",01/04/2023,Industrial,DD4 8JX,56.47895083,-2.92221493
1885,PATERSONS SKIP HIRE LTD,"NORTH SIDE OF SITE 6, PIPER STREET, BALDOVIE INDUSTRIAL ESTATE, DUNDEE, DD4 0NT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=313369&PPRN=313369&ASSESSOR_IDX=14#results,344263,733033,313369,YARD,"&pound;19,200","&pound;19,200",01/04/2023,Industrial,DD4 0NT,56.48607298,-2.90666893
1886,VINCENZO GIALLOMBARDO,"BLOCK 2, UNIT 2, PIPER STREET, BALDOVIE INDUSTRIAL ESTATE, DUNDEE, DD4 0NT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=313485&PPRN=313485&ASSESSOR_IDX=14#results,344427,733005,313485,WAREHOUSE & OFFICE,"&pound;12,000","&pound;12,000",01/04/2023,Industrial,DD4 0NT,56.48584085,-2.90400023
1887,AEROSPACE TOOLING LTD,"BLOCK 2, UNITS 3 & 4, PIPER STREET, BALDOVIE INDUSTRIAL ESTATE, DUNDEE, DD4 0NT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=313486&PPRN=313486&ASSESSOR_IDX=14#results,344427,733005,313486,WAREHOUSE & OFFICE,"&pound;22,700","&pound;22,700",01/04/2023,Industrial,DD4 0NT,56.48584085,-2.90400023
1888,TCO DIRECT LIMITED,"BALUNIEFIELD INDUSTRIAL ESTATE UNIT 5, BALUNIE DRIVE, DUNDEE, DD4 8UT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=313496&PPRN=313496&ASSESSOR_IDX=14#results,344521,732591,313496,WAREHOUSE & OFFICE,"&pound;20,400","&pound;20,400",01/04/2023,Industrial,DD4 8UT,56.48213309,-2.90238567
1889,EDMUNDSON ELECTRICAL LTD,"BALUNIEFIELD INDUSTRIAL ESTATE UNIT 6 & 7, BALUNIE DRIVE, DUNDEE, DD4 8UT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=313497&PPRN=313497&ASSESSOR_IDX=14#results,344520,732570,313497,WAREHOUSE & OFFICE,"&pound;23,700","&pound;23,700",01/04/2023,Industrial,DD4 8UT,56.48194433,-2.90239742
1890,EDMUNDSON ELECTRICAL LTD,"BALUNIEFIELD INDUSTRIAL ESTATE UNIT 8, BALUNIE DRIVE, DUNDEE, DD4 8UT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=313498&PPRN=313498&ASSESSOR_IDX=14#results,344519,732547,313498,WAREHOUSE,"&pound;15,600","&pound;15,600",01/04/2023,Industrial,DD4 8UT,56.48173761,-2.90240875
1891,LOW HOLDINGS (SCOTLAND) LTD,"BALUNIEFIELD INDUSTRIAL ESTATE UNIT 9, BALUNIE DRIVE, DUNDEE, DD4 8UT",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=313499&PPRN=313499&ASSESSOR_IDX=14#results,344519,732532,313499,WAREHOUSE,"&pound;19,000","&pound;19,000",01/04/2023,Industrial,DD4 8UT,56.48160288,-2.90240554
1892,WHEELIE QUICK LTD,"UNIT B, LONGTOWN STREET, DUNDEE, DD4 8LE",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=322485&PPRN=322485&ASSESSOR_IDX=14#results,343114,732437,322485,WORKSHOP & YARD,"&pound;8,900","&pound;8,900",01/04/2023,Industrial,DD4 8LE,56.48058181,-2.92519329
1893,WINDOW SUPPLY COMPANY LTD,"UNIT 16 & 17, NEW CRAIGIE ROAD, NEW CRAIGIE RETAIL PARK, DUNDEE, DD4 7FF",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=322865&PPRN=322865&ASSESSOR_IDX=14#results,342539,731977,322865,WAREHOUSE & OFFICE,"&pound;18,000","&pound;18,000",01/04/2023,Industrial,DD4 7FF,56.47637974,-2.93442587
1894,SCREWFIX,"UNIT 2-7, NEW CRAIGIE ROAD, NEW CRAIGIE RETAIL PARK, DUNDEE, DD4 7FF",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=322867&PPRN=322867&ASSESSOR_IDX=14#results,342574,731966,322867,WAREHOUSE,"&pound;40,200","&pound;40,200",01/04/2023,Industrial,DD4 7FF,56.4762852,-2.93385534
1895,DESIGNER EVENTS LTD,"UNIT 8, NEW CRAIGIE ROAD, NEW CRAIGIE RETAIL PARK, DUNDEE, DD4 7FF",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=322868&PPRN=322868&ASSESSOR_IDX=14#results,342563,731946,322868,WAREHOUSE,"&pound;6,900","&pound;6,900",01/04/2023,Industrial,DD4 7FF,56.47610421,-2.93402946
1896,IAN NEWLOVE & PAUL BRAND T/A RENAISSANCE FLOORING,"UNIT 9, NEW CRAIGIE ROAD, NEW CRAIGIE RETAIL PARK, DUNDEE, DD4 7FF",https://www.saa.gov.uk/search/?SEARCHED=1&ST=advanced&SEARCH_TABLE=valuation_roll_cpsplit&TYPE_FLAG=C&STREET=&TPTLA=Dundee&POSTCODE=DD4&ASSESSOR_ID=tayside&CLASS=0005&CORE=&CORE2=&FEFFECTIVE_DATE=&TEFFECTIVE_DATE=&MIN_RV=&MAX_RV=&AS_UARN=&DISPLAY_COUNT=100&ST=advanced&DISPLAY_MODE=FULL&UARN=322869&PPRN=322869&ASSESSOR_IDX=14#results,342559,731938,322869,WAREHOUSE,"&pound;6,900","&pound;6,900",01/04/2023,Industrial,DD4 7FF,56.47603186,-2.93409262
